facility_name,lat,lon,max_capacity,full_address,city,property_type
Honour Secondary School,49.1925808,-122.8423406,,"10453 Whalley Blvd, Surrey, BC",Surrey,Secondary Independent School
Hop To It Childcare,49.175519,-122.896038,245.0,"9507 118Th St, Delta, BC",Delta,Daycare
Hope Group Daycare Center,49.152969,-123.115016,226.0,"8340 Aspin Dr, Richmond, BC",Richmond,Daycare
Hope Infant Toddler Group Daycare,49.153293,-123.11788,168.0,"9520 mcburney Dr, Richmond, BC",Richmond,Daycare
Hope Infant Toddler Group Daycare Ii,49.153326,-123.116913,245.0,"9691 mcburney Dr, Richmond, BC",Richmond,Daycare
Hope Lutheran Christian School,49.2703115,-122.7650244,,"3151 York St, Port Coquitlam, BC",Port Coquitlam,Elementary Jr. Secondary Independent School
Hope Montessori Academy,49.39036,-121.445691,189.0,"505 Wardle St, Hope, BC",Hope,Daycare
Hope Valley Childcare Centre,49.131003,-122.845986,335.0,"104-7093 King George Blvd, Surrey, BC",Surrey,Daycare
Hope's Helpers,48.385998,-123.721862,143.0,"6575 Worthington Way, Sooke, BC",Sooke,Daycare
Hopes And Dreams Out Of School Childcare,53.920244,-122.80794,238.0,"511 Tabor Blvd S, Prince George, BC",Prince George,Daycare
Hopscotch Kids Daycare,49.172224,-121.928777,156.0,"9365 Carleton St, Chilliwack, BC",Chilliwack,Daycare
Horizon Childcare,49.123355,-122.803627,216.0,"15100 66A Ave, Surrey, BC",Surrey,Daycare
Hornby Island Elementary,49.5332285,-124.6634378,95.0,"2100 Sollans Rd, Hornby Island, BC",Hornby Island,Elementary Public School
Horse Lake Elementary,51.5750582,-121.1382954,270.0,"6548 Ryall Rd, Lone Butte, BC",Lone Butte,Elementary Public School
Horsefly Elem-Jr Secondary,52.3342052,-121.4157448,195.0,"PO Box 39, Horsefly, BC",Horsefly,Elementary Jr. Secondary Public School
House Of Angels,49.214565,-123.002436,194.0,"7610 Dow Ave, Burnaby, BC",Burnaby,Daycare
House Of Dwarfs Daycare,50.284618,-119.265436,205.0,"5145 26 St, Vernon, BC",Vernon,Daycare
House Of Montessori Daycare,49.223943,-123.05774,205.0,"6599 Berkeley St, Vancouver, BC",Vancouver,Daycare
Houston Christian School,54.396078,-126.6591364,,"PO Box 237, Houston, BC",Houston,Elementary Independent School
Houston Secondary,54.3889884,-126.6507603,475.0,"PO Box 1600, Houston, BC",Houston,Secondary Public School
Howard De Beck Elementary,49.1504636,-123.1183649,385.0,"8600 Ash St, Richmond, BC",Richmond,Elementary Public School
Howe Sound Secondary,49.7056168,-123.1498935,775.0,"PO Box 99, Squamish, BC",Squamish,Secondary Public School
Howitt School Age Care,49.272105,-124.792729,116.0,"3867 Marpole St, Port Alberni, BC",Port Alberni,Daycare
Huband Park Elementary,49.7332101,-124.9872616,390.0,"5120 Mottishaw Rd, Courtenay, BC",Courtenay,Elementary Public School
Huckleberries Childcare Centre,49.315522,-122.998216,118.0,"2745 Mount Seymour Pky, North Vancouver, BC",North Vancouver,Daycare
Huckleberry Family Child Care,49.279141,-123.07207,193.0,"106-1622 Frances St, Vancouver, BC",Vancouver,Daycare
Huckleberry House Childcare,49.220933,-124.791342,159.0,"2248 15Th Ave, Port Alberni, BC",Port Alberni,Daycare
Hudson Out Of School Care,49.272039,-123.148663,117.0,"1551 Cypress St, Vancouver, BC",Vancouver,Daycare
Hudson Preschool,49.27204,-123.148666,123.0,"1551 Cypress St, Vancouver, BC",Vancouver,Daycare
Hudson Road Elementary,49.8624837,-119.5644334,290.0,"1221 Hudson Rd, West Kelowna, BC",West Kelowna,Elementary Public School
Hudson's Hope Just B4! Preschool,56.025434,-121.921624,287.0,"10441 Holland St, Hudson's Hope, BC",Hudson's Hope,Daycare
Hudson's Hope School,56.0254344,-121.9216404,325.0,"PO Box 390, Hudsons Hope, BC",Hudsons Hope,Elementary-Secondary Public School
Huggabug,53.84766,-122.81863,98.0,"5570 Heyer Rd, Prince George, BC",Prince George,Daycare
Hugh Boyd Secondary,49.1453977,-123.1812571,800.0,"9200 No. 1 Rd, Richmond, BC",Richmond,Elementary Public School
Hugh McRoberts Secondary,49.1388591,-123.1274276,950.0,"8980 Williams Rd, Richmond, BC",Richmond,Secondary Public School
Hugs & Giggles,50.700313,-120.358668,133.0,"673 Regina Ave, Kamloops, BC",Kamloops,Daycare
Hugs And Cuddles Daycare,49.23013,-122.604852,182.0,"12545 223Rd St, Maple Ridge, BC",Maple Ridge,Daycare
Hula Bears Child Care,49.224671,-122.978372,281.0,"5858 Bryant St, Burnaby, BC",Burnaby,Daycare
Hume Elementary School,49.5008964,-117.278968,270.0,"310 Nelson Ave, Nelson, BC",Nelson,Elementary Public School
Hume Park Daycare,49.235198,-122.892991,228.0,"607 Columbia St E, New Westminster, BC",New Westminster,Daycare
Humming Birdz Daycare,49.728786,-124.980606,167.0,"2526 Gibson Rd, Courtenay, BC",Courtenay,Daycare
Hummingbird Child Care,49.175883,-123.14701,184.0,"6899 Pearson Way, Richmond, BC",Richmond,Daycare
Hummingbird Child Care,49.175883,-123.14701,246.0,"6899 Pearson Way, Richmond, BC",Richmond,Daycare
Hummingbird Child Care Centre,49.251666,-124.790205,183.0,"2 4111 Wood Ave, Port Alberni, BC",Port Alberni,Daycare
Hummingbird Child Care Centre (2),49.251666,-124.790205,292.0,"2 4111 Wood Ave, Port Alberni, BC",Port Alberni,Daycare
Hummingbird Ihmacc,49.213103,-123.071031,185.0,"1717 63Rd Ave E, Vancouver, BC",Vancouver,Daycare
Hummingbird Learning House,49.21074,-122.98338,193.0,"8049 Macpherson Ave, Burnaby, BC",Burnaby,Daycare
Hummingbird Montessori Child Care,49.19133,-122.763774,207.0,"10399 165Th St, Surrey, BC",Surrey,Daycare
Hundred Languages Childcare Inc,49.228282,-122.690224,238.0,"110-12409 Harris Rd, Pitt Meadows, BC",Pitt Meadows,Daycare
Hycrest Kids Childcare,49.262976,-122.960791,146.0,"6905 Hycrest Dr, Burnaby, BC",Burnaby,Daycare
Hyland Creek Childcare,49.122568,-122.824375,222.0,"14368 66 Ave, Surrey, BC",Surrey,Daycare
Hyland Elementary,49.1237147,-122.8346712,515.0,"6677 140 St, Surrey, BC",Surrey,Elementary Public School
I Kids Learning Centre,49.129502,-122.681673,172.0,"6966 195 St, Surrey, BC",Surrey,Daycare
Ic Early Learning Center,49.22672,-122.988507,175.0,"6336 Royal Oak Ave, Burnaby, BC",Burnaby,Daycare
Ic Early Learning Center (Metrotown),49.233696,-122.997349,207.0,"4721 Sardis St, Burnaby, BC",Burnaby,Daycare
Ic Early Learning Center (Morley),49.230786,-122.948565,218.0,"7726 Morley St, Burnaby, BC",Burnaby,Daycare
Ic Early Learning Center (Nelson),49.23008,-122.994632,180.0,"5989 Nelson Ave, Burnaby, BC",Burnaby,Daycare
Icando Child Care Centre,49.875255,-119.394222,141.0,"435 Monterey Rd, Kelowna, BC",Kelowna,Daycare
Ideal Child Care Center,49.127352,-122.645476,185.0,"6880 208 St, Langley, BC",Langley,Daycare
Ideal Learning Centre - Ideal Kids,50.637213,-120.35474,216.0,"2329 Drummond Court, Kamloops, BC",Kamloops,Daycare
Ikoka Childcare Learning Center,49.213525,-123.08293,128.0,"7808 Ross St, Vancouver, BC",Vancouver,Daycare
Illumine Learning Centre - Langley,49.153358,-122.642819,176.0,"20901 83 Ave, Langley, BC",Langley,Daycare
Ilm - 3Rd Ave.,48.99314,-123.822864,142.0,"730 3Rd Ave, Ladysmith, BC",Ladysmith,Daycare
Ilm - Cedar Sprouts,49.108442,-123.850706,257.0,"1791 Woobank Rd, Nanaimo, BC",Nanaimo,Daycare
Ilm - Chemainus,48.93027,-123.732499,314.0,"3172 Garner St, Chemainus, BC",Chemainus,Daycare
Ilm - Eagle View,48.466257,-123.44254,218.0,"97 Talcott Rd, Victoria, BC",Victoria,Daycare
Ilm - Happyvale,50.698762,-120.386288,172.0,"1640A & 1640B Happyvale Ave, Kamloops, BC",Kamloops,Daycare
Ilm - Howitt,49.272105,-124.792729,245.0,"3867 Marpole St, Port Alberni, BC",Port Alberni,Daycare
Ilm - Little Tots,49.220212,-124.014806,222.0,"3507 Littleford Rd, Nanaimo, BC",Nanaimo,Daycare
Ilm - Lps,48.989128,-123.824078,211.0,"510 Sixth Ave, Ladysmith, BC",Ladysmith,Daycare
Ilm - Palsson,48.832223,-124.053034,144.0,"9A Grosskleg Way, Lake Cowichan, BC",Lake Cowichan,Daycare
Ilm - Pipers,49.231512,-123.978919,228.0,"100-4750 Hammond Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Ilm - Port Alberni,49.234077,-124.800193,180.0,"3061 8Th Ave, Port Alberni, BC",Port Alberni,Daycare
Ilm - Ralph Bell,50.675503,-120.287934,173.0,"1780 Valleyview Dr, Kamloops, BC",Kamloops,Daycare
Ilm - Rock City,49.209907,-123.99223,199.0,"3741 Departure Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Ilm - Tofino,49.150173,-125.902966,302.0,"235 Fourth St, Tofino, BC",Tofino,Daycare
Ilm - Windbreakers,50.699858,-120.403074,195.0,"2060 Pala Mesa Pl, Kamloops, BC",Kamloops,Daycare
Ilm Education Centre Ltd.,48.957985,-123.761798,264.0,"3850 South Oyster School Rd, Ladysmith, BC",Ladysmith,Daycare
Ilm-Craigflower,48.45352,-123.421521,211.0,"2766 Admirals Rd, Victoria, BC",Victoria,Daycare
Ilm-Edith Mcdermott,49.223836,-122.679256,275.0,"12178 Bonson Rd, Pitt Meadows, BC",Pitt Meadows,Daycare
Ilm-Fairview,49.223716,-122.651502,167.0,"12209 206 St, Maple Ridge, BC",Maple Ridge,Daycare
Ilm-Willows,48.435902,-123.310685,175.0,"2290 Musgrave St, Victoria, BC",Victoria,Daycare
Imac International Montessori Academies Inc.-Shawnigan Lake,48.628336,-123.634064,215.0,"2180 Shawnigan Lake Rd, Shawnigan Lake, BC",Shawnigan Lake,Daycare
Imac International Montessori Academies Of Canada Inc.,48.729879,-123.663044,220.0,"2375 Koksilah Rd, Duncan, BC",Duncan,Daycare
Image And Reggio (I&R) Child Care Centre,49.214221,-122.643443,130.0,"20844 117 Ave, Maple Ridge, BC",Maple Ridge,Daycare
Imaginarium Daycare,48.457687,-123.371298,194.0,"881 Darwin Ave, Victoria, BC",Victoria,Daycare
Imagination Station Childcare Centre-Albion,49.187727,-122.55273,175.0,"24133 102 Ave, Maple Ridge, BC",Maple Ridge,Daycare
Imagination Station Childcare Centre-Fraserview,49.20976,-122.595496,178.0,"11485 227 St, Maple Ridge, BC",Maple Ridge,Daycare
Imagination Station Childcare Centre-Kanaka,49.205576,-122.557228,216.0,"23980 Kanaka Way, Maple Ridge, BC",Maple Ridge,Daycare
Imagination Station Childcare Centre-Silverdale,49.163363,-122.400798,184.0,"29715 Donatelli Ave, Mission, BC",Mission,Daycare
Imagination Station Childcare Centre-Silverdale Crossing,49.162911,-122.40563,86.0,"29560 Lougheed Hwy, Mission, BC",Mission,Daycare
Imagine High Integrated Arts/Technology,49.1572922,-121.9612733,600.0,"45669 Yale Rd, Chilliwack, BC",Chilliwack,Secondary Public School
Imago Dei Child Care,49.188905,-123.093611,164.0,"11571 Daniels Rd, Richmond, BC",Richmond,Daycare
Immaculata Regional High School,49.86079786,-119.4644782,,"1493 K.L.O. Rd, Kelowna, BC",Kelowna,Secondary Independent School
Immaculate Conception,53.8592218,-122.7966963,,"3285 Cathedral Ave, Prince George, BC",Prince George,Elementary Independent School
Immaculate Conception School,49.1646813,-122.8926616,,"8840 119 St, Delta, BC",Delta,Elementary Independent School
Immaculate Conception School,49.2476012,-123.1876993,,"3745 West 28th Ave, Vancouver, BC",Vancouver,Elementary Independent School
Immaculate Conception School,53.859222,-122.796696,177.0,"3285 Cathedral Ave, Prince George, BC",Prince George,Daycare
Immaculate Heart Early Childhood Education Centre,49.239741,-122.876944,233.0,"789 Alderson Ave, Coquitlam, BC",Coquitlam,Daycare
Immigrant Service Society Of British Columbia (Issofbc),49.261059,-123.065408,175.0,"2610 Victoria Dr, Vancouver, BC",Vancouver,Daycare
In The Garden Childcare Center,48.655758,-123.430057,181.0,"1660 Mills Rd, North Saanich, BC",North Saanich,Daycare
In-Joy Montessori Children's Center,49.242192,-122.986404,222.0,"5375 Gilpin St, Burnaby, BC",Burnaby,Daycare
In-Joy Montessori Children's Centre,49.216811,-122.963602,287.0,"6808 Beresford St, Burnaby, BC",Burnaby,Daycare
Indigo Meadow Learning Centre,49.332867,-123.134535,227.0,"950 Taylor Way, West Vancouver, BC",West Vancouver,Daycare
Individual Footsteps Ii,49.118901,-122.717842,194.0,"18217 64Th Ave, Surrey, BC",Surrey,Daycare
Inez's Daycare,52.142094,-122.145449,105.0,"782 mcdougal St, Williams Lake, BC",Williams Lake,Daycare
Inglis Early Learning,49.673884,-124.941422,138.0,"2137 Comox Ave, Comox, BC",Comox,Daycare
Inkameep Preschool Day Care Society,49.184263,-119.535221,213.0,"1146 Sen Pok Chin Blvd, Oliver, BC",Oliver,Daycare
Inner Smile Children's Center,49.683049,-124.994518,325.0,"561 16Th St, Courtenay, BC",Courtenay,Daycare
Inner Smile Montessori,49.683043,-124.994781,137.0,"571 16Th St, Courtenay, BC",Courtenay,Daycare
Inner Smile Montessori 3Rd Street,49.692307,-125.000592,252.0,"343 3Rd St, Courtenay, BC",Courtenay,Daycare
Innocent Hearts Child Care,49.128479,-121.966161,142.0,"6933 Coach Lamp Dr, Chilliwack, BC",Chilliwack,Daycare
Inquiry Hub,49.2396589,-122.8532414,325.0,"1432 Brunette Ave, Coquitlam, BC",Coquitlam,Elementary Public School
Inside Outside Upside Down Before And After School Care,50.7534,-120.355559,118.0,"886 Morven Pl, Kamloops, BC",Kamloops,Daycare
Inspirations Montessori School,49.211326,-122.99859,224.0,"7980 Gray Ave, Burnaby, BC",Burnaby,Daycare
Inspirations Montessori School - Irmin,49.215378,-122.98787,194.0,"5232 Irmin St, Burnaby, BC",Burnaby,Daycare
Inspirations Montessori School - Williams,49.140636,-123.101245,174.0,"110-11000 Williams Rd, Richmond, BC",Richmond,Daycare
Inspirations Montessori School - Williams,49.140636,-123.101245,291.0,"110-11000 Williams Rd, Richmond, BC",Richmond,Daycare
Inspirefly Child Care Center,50.087523,-119.373268,199.0,"4510 Allison Rd, Lake Country, BC",Lake Country,Daycare
Inspiring Minds Childcare,49.108524,-122.845783,278.0,"Unit K 5825 136Th St, Surrey, BC",Surrey,Daycare
Inspiring Minds Preschool (Guildford),49.191401,-122.787701,252.0,"15670  104 Ave, Surrey, BC",Surrey,Daycare
Into The Wild Child Daycare,55.75937,-120.235373,190.0,"1224 103 Ave, Dawson Creek, BC",Dawson Creek,Daycare
Into The Woods Childcare Studio,49.344274,-124.454767,249.0,"330 Dorset Rd, Qualicum Beach, BC",Qualicum Beach,Daycare
Inventive Minds Childcare,49.226052,-122.649823,300.0,"20622 123 Ave, Maple Ridge, BC",Maple Ridge,Daycare
Iplay Childcare,49.189446,-122.83376,162.0,"14012 103 Ave, Surrey, BC",Surrey,Daycare
Iqra School,49.2141363,-122.8179806,,"14590 116a Ave, Surrey, BC",Surrey,Elementary Independent School
Ironwood Montessori Academy,49.131286,-123.09736,189.0,"11191 Coppersmith Pl, Richmond, BC",Richmond,Daycare
Ironwood Montessori Academy,49.131287,-123.097374,220.0,"11191 Coppersmith Pl, Richmond, BC",Richmond,Daycare
Irwin Park Elementary,49.335898,-123.1806182,345.0,"2455 Haywood Ave, West Vancouver, BC",West Vancouver,Elementary Public School
Irwin Park Elementary Seamless Day Before And After School,49.335898,-123.180618,236.0,"2455 Haywood Ave, West Vancouver, BC",West Vancouver,Daycare
Irwin Park Tree House,49.335898,-123.180618,101.0,"2455 Haywood Ave, West Vancouver, BC",West Vancouver,Daycare
Irwin Park Tree House,49.335898,-123.180618,209.0,"2455 Haywood Ave, West Vancouver, BC",West Vancouver,Daycare
Isabella Dicken Elementary,49.509683,-115.0545399,480.0,"PO Box 1559, Fernie, BC",Fernie,Elementary Public School
Ishwar Family Child Care,53.892644,-122.795418,173.0,"3807 Grace Cres, Prince George, BC",Prince George,Daycare
Island Connected K-12,49.2058103,-124.0194803,,"4355 Jingle Pot Rd, Nanaimo, BC",Nanaimo,Elementary-Secondary Public School
Island Kids Academy Centre 2 (Forrest),48.429702,-123.413036,176.0,"542 Fraser St, Victoria, BC",Victoria,Daycare
Island Kids Academy Esquimalt Centre 1 (Ocean),48.429578,-123.413118,156.0,"538 Fraser St, Victoria, BC",Victoria,Daycare
Island Life Early Learning Centre Ltd,50.01275,-125.237903,189.0,"291 mclean St, Campbell River, BC",Campbell River,Daycare
Island Montessori House School,48.53378,-123.436432,100.0,"5575 West Saanich Rd, Victoria, BC",Victoria,Daycare
Island Pacific School,49.3807771,-123.3525742,,"671 Carter Road, Bowen Island, BC",Bowen Island,Middle School Independent School
Iss Of Bc,49.177719,-123.130662,131.0,"150-8400 Alexandra Rd, Richmond, BC",Richmond,Daycare
Isy's Daycare,49.902182,-119.380718,193.0,"303 Phipps Cres, Kelowna, BC",Kelowna,Daycare
It Takes A Village,48.98891,-123.82171,334.0,"340 5 Ave, Ladysmith, BC",Ladysmith,Daycare
It's A Small World Daycare,49.212249,-122.558338,218.0,"11555 239A St, Maple Ridge, BC",Maple Ridge,Daycare
Itandehui Family Child Care,49.206741,-123.059578,292.0,"2294 Marlin Quay, Vancouver, BC",Vancouver,Daycare
Ivy League Preschool The,49.130534,-122.82629,191.0,"7031 143 St, Surrey, BC",Surrey,Daycare
J & J Rhythm & Rhyme,54.502018,-128.526349,238.0,"3673 Hawthorne Ave, Thornhill, BC",Thornhill,Daycare
J Alfred Laird Elementary,50.504648,-116.0390485,225.0,"1202 13th Avenue, Invermere, BC",Invermere,Elementary Public School
J Lloyd Crowe Secondary,49.1032993,-117.6989464,825.0,"1300 Frances Moran Rd, Trail, BC",Trail,Elementary Public School
J S Clark Elementary,58.8087026,-122.6892895,145.0,"Bag 6500, Fort Nelson, BC",Fort Nelson,Elementary Public School
J T Brown Elementary,49.1116228,-122.875675,320.0,"12530 60 Ave, Surrey, BC",Surrey,Elementary Public School
J V Humphries Elem-Secondary,49.9112776,-116.9099382,370.0,"PO Box 577, Kaslo, BC",Kaslo,Elementary-Secondary Public School
J W Inglis Elementary,50.2540761,-118.9669675,345.0,"PO Box 369, Lumby, BC",Lumby,Elementary Public School
J&J's Hoot And Howl Preschool,56.246701,-120.850046,157.0,"102-10130 100 Ave, Fort St. John, BC",Fort St. John,Daycare
J.L. Jackson Secondary,50.703312,-119.2713769,600.0,"551 14 St Ne, Salmon Arm, BC",Salmon Arm,Junior Secondary Public School
J.N. Burnett Secondary,49.1641359,-123.1688412,1200.0,"5011 Granville Ave, Richmond, BC",Richmond,Secondary Public School
J.W. Sexsmith Community Elementary,49.2172895,-123.1086465,430.0,"7410 Columbia St, Vancouver, BC",Vancouver,Elementary Public School
Jack & Jill Early Learning,49.394308,-123.507871,162.0,"690 Harmony Lane, Gibsons, BC",Gibsons,Daycare
Jackson Elementary,49.0315351,-122.3053239,270.0,"33165 King Rd, Abbotsford, BC",Abbotsford,Elementary Public School
Jackson Ridge Kids Daycare,49.18538,-122.537725,141.0,"10074 246B St, Maple Ridge, BC",Maple Ridge,Daycare
Jaffray Elem-Jr Secondary,49.3717011,-115.3014209,370.0,"PO Box 378, Jaffray, BC",Jaffray,Elementary Jr. Secondary Public School
James Ardiel Elementary,49.206609,-122.8411124,540.0,"13751 112 Ave, Surrey, BC",Surrey,Elementary Public School
James Bay Community,48.4169264,-123.3797007,270.0,"140 Oswego St, Victoria, BC",Victoria,Elementary Public School
James Bay Community School Day Care,48.416936,-123.379714,202.0,"140 Oswego St, Victoria, BC",Victoria,Daycare
James Cameron School,49.2222437,-122.6603816,,"PO Box 157 Stn Maple Ridge, Maple Ridge, BC",Maple Ridge,Elementary Independent School
James Gilmore Elementary,49.1511845,-123.186472,435.0,"8380 Elsmore Rd, Richmond, BC",Richmond,Elementary Public School
James Hill Elementary,49.0841809,-122.6100785,415.0,"22144 Old Yale Rd, Langley, BC",Langley,Elementary Public School
James Kennedy Elementary,49.1669857,-122.6336614,585.0,"9060 212 St, Langley, BC",Langley,Elementary Public School
James L Webster Elementary,49.0954976,-117.7440186,270.0,"395 Schofield Hwy, Trail, BC",Trail,Elementary Public School
James McKinney Elementary,49.1365705,-123.1651208,395.0,"10451 Lassam Rd, Richmond, BC",Richmond,Elementary Public School
James Park Elementary,49.2656818,-122.7632587,370.0,"1761 Westminster Ave, Port Coquitlam, BC",Port Coquitlam,Elementary Public School
James Thompson Elementary,49.1688399,-123.178165,340.0,"6211 Forsyth Cres, Richmond, BC",Richmond,Elementary Public School
James Thomson Elementary,49.8894234,-124.562824,220.0,"6388 Sutherland Ave, Powell River, BC",Powell River,Elementary Public School
James Thomson Elementary School,49.889423,-124.562824,210.0,"6388 Sutherland Ave, Powell River, BC",Powell River,Daycare
James Whiteside Elementary,49.1389248,-123.1204497,340.0,"9282 Williams Rd, Richmond, BC",Richmond,Elementary Public School
James mckinney ymca Child Care,49.136571,-123.165121,169.0,"10451 Lassam Rd., Richmond, BC",Richmond,Daycare
James mckinney ymca Kids Club,49.136571,-123.165121,228.0,"10451 Lassam Rd, Richmond, BC",Richmond,Daycare
Jamieson ymca Kids Club,49.22707,-123.12101,106.0,"6350 Tisdall St, Vancouver, BC",Vancouver,Daycare
Jane Millard's Day Care,49.490797,-117.287097,135.0,"821 Hendryx St, Nelson, BC",Nelson,Daycare
Jane's Happy Family Daycare,49.282931,-122.804336,255.0,"1 2865 Glen Dr, Coquitlam, BC",Coquitlam,Daycare
Janey Baby Family Daycare,49.284298,-123.129929,188.0,"975 Bute St, Vancouver, BC",Vancouver,Daycare
Janice Churchill Elementary,49.1525983,-122.8174077,415.0,"8226 146 St, Surrey, BC",Surrey,Elementary Public School
Jarvis Traditional Elementary,49.1429203,-122.8938549,540.0,"7670 118 St, Delta, BC",Delta,Elementary Public School
Jasmine Childcare Centre,49.292674,-122.817237,244.0,"2558 Jasmine Crt, Coquitlam, BC",Coquitlam,Daycare
Jasmine Early Learning,49.821687,-119.490613,145.0,"4456 Lakeshore Rd, Kelowna, BC",Kelowna,Daycare
Jasmin’S Childcare Center,49.321974,-123.004531,150.0,"2504 Swinburne Ave, North Vancouver, BC",North Vancouver,Daycare
Jax And Friends Playcare Daycare,49.246168,-122.83033,205.0,"2283 Stanwood Ave, Coquitlam, BC",Coquitlam,Daycare
Jazzy Bumblebees Childcare,49.135582,-122.294811,276.0,"33575 2Nd Ave, Mission, BC",Mission,Daycare
Jcc B'raysheet Toddler Daycare,49.233444,-123.125991,255.0,"950 41 Ave W, Vancouver, BC",Vancouver,Daycare
Jcc Shalom Out Of School Care,49.233444,-123.125991,209.0,"950 41 Ave W, Vancouver, BC",Vancouver,Daycare
Jcc Shalom Yeladim Daycare,49.233444,-123.125991,270.0,"950 41 Ave W, Vancouver, BC",Vancouver,Daycare
Jd Childcare,50.69499,-120.357491,152.0,"161 Chestnut Ave, Kamloops, BC",Kamloops,Daycare
Jeanette In-Home Multi-Age Child Care,49.257369,-123.04707,152.0,"230-2915 Kaslo St, Vancouver, BC",Vancouver,Daycare
Jeanie's Playhouse,50.443981,-119.207521,130.0,"3685 Warner Ave, Armstrong, BC",Armstrong,Daycare
Jeannie's Family Daycare,51.749131,-121.369619,176.0,"4745 Kitwanga Dr, 108 Mile Ranch, BC",108 Mile Ranch,Daycare
Jelly Bean Bunch Childcare,53.93334,-122.818823,234.0,"183 Van Somer St, Prince George, BC",Prince George,Daycare
Jelly Beans Family Child Care,49.166191,-123.954117,160.0,"515 Second St, Nanaimo, BC",Nanaimo,Daycare
Jellybean Park,49.11576,-122.679365,127.0,"138B-19653 Willowbrook Dr, Langley, BC",Langley,Daycare
Jellybean Park - Langley Campus,49.114949,-122.679368,200.0,"2-19615 Willowbrook Dr, Langley, BC",Langley,Daycare
Jellybean Park International Campus,49.225518,-122.998133,165.0,"452 4800 Kingsway, Burnaby, BC",Burnaby,Daycare
Jellybean Park Junior Campus,49.22683,-123.001017,152.0,"2110 4700 Kingsway, Burnaby, BC",Burnaby,Daycare
Jen's Place,49.351591,-124.424783,189.0,"546 Hall Rd, Qualicum Beach, BC",Qualicum Beach,Daycare
Jenn's Playhouse,51.292067,-116.958262,231.0,"1203 Alexander Dr, Golden, BC",Golden,Daycare
Jennifer's Family Childcare,49.019975,-122.784309,182.0,"986 Kent St, White Rock, BC",White Rock,Daycare
Jericho Kids' Club 1 (Bayview),49.266441,-123.182738,336.0,"3505 7Th Ave W, Vancouver, BC",Vancouver,Daycare
Jericho Kids' Club 2 (General Gordon Schoolhouse),49.265983,-123.170402,214.0,"2268 Bayswater St, Vancouver, BC",Vancouver,Daycare
Jericho Kids' Club 2 General Gordon,49.266089,-123.171124,182.0,"2268 Bayswater St, Vancouver, BC",Vancouver,Daycare
Jericho Kids' Club 3 (Southlands),49.237542,-123.19781,174.0,"5351 Camosun St, Vancouver, BC",Vancouver,Daycare
Jessie Lee Elementary,49.0397094,-122.7954681,465.0,"2064 154 St, Surrey, BC",Surrey,Elementary Public School
Jessie Lee ymca Child Care & Kids Club,49.040296,-122.795496,127.0,"2124 154 St, Surrey, BC",Surrey,Daycare
Jessie Wowk Elementary,49.1430393,-123.16411,195.0,"5380 Woodwards Rd, Richmond, BC",Richmond,Elementary Public School
Jessie's Tots Educare Centre,49.268037,-122.993519,214.0,"4836 Brentlawn Dr, Burnaby, BC",Burnaby,Daycare
Jessie's Tots Educare Centre A,49.269456,-122.992712,239.0,"4871 Highlawn Dr, Burnaby, BC",Burnaby,Daycare
Jessie's Tots Educare Centre B,49.271945,-122.99736,189.0,"4630 Northlawn Dr, Burnaby, BC",Burnaby,Daycare
Jewett Elementary,50.241109,-116.9760404,95.0,"PO Box 39, Meadow Creek, BC",Meadow Creek,Elementary Public School
Jia Jia Family Daycare,49.292246,-122.794028,212.0,"3014 Delahaye Dr, Coquitlam, BC",Coquitlam,Daycare
Jiji Children's Learning Centre Inc.,49.256815,-122.860156,211.0,"1132 Sprice Ave, Coquitlam, BC",Coquitlam,Daycare
Jitterbugs Childcare Inc.,48.68634,-123.604493,234.0,"3495 Empress Ave, Cobble Hill, BC",Cobble Hill,Daycare
Jitterbugs Childcare Inc. - Valley View,48.71016,-123.608215,274.0,"6-1400 Cowichan Bay Rd, Cobble Hill, BC",Cobble Hill,Daycare
Jlc Victoria,48.452781,-123.421183,242.0,"2755 Admirals Rd, Saanich, BC",Saanich,Daycare
Joanne's House,49.22684,-122.651904,221.0,"20516 123B Ave, Maple Ridge, BC",Maple Ridge,Daycare
Joc’S House,50.110215,-119.37046,159.0,"4643 Young Rd, Lake Country, BC",Lake Country,Daycare
Jodi's House Family Child Care Centre,49.60439,-119.689561,212.0,"2-11310 Dunsdon Cres, Summerland, BC",Summerland,Daycare
Joey's Out Of School Care,49.489388,-117.290826,93.0,"523 Mill Rd, Nelson, BC",Nelson,Daycare
John A. Hutton Elementary,49.0259625,-118.4701095,270.0,"PO Box 1390, Grand Forks, BC",Grand Forks,Elementary Public School
John Allison Elementary,49.4575038,-120.5291533,170.0,"PO Box 40, Princeton, BC",Princeton,Elementary Public School
John Barsby Secondary,49.1476812,-123.9509319,850.0,"550 Seventh St, Nanaimo, BC",Nanaimo,Secondary Public School
John Calvin School,49.0790287,-122.0664789,,"4268 Stewart Rd, Chilliwack, BC",Chilliwack,Elementary Jr. Secondary Independent School
John G Diefenbaker Elementary,49.1380649,-123.1767299,465.0,"4511 Hermitage Dr, Richmond, BC",Richmond,Elementary Public School
John Henderson Elementary,49.2227349,-123.0950757,610.0,"451 53rd Ave E, Vancouver, BC",Vancouver,Elementary Public School
